seed_title,source_seed,wikidata_qid
Zane Williams,Category:American country singer-songwriters,Q8066126
Boxcar Willie,Category:American country singer-songwriters,Q323534
Kelly Willis,Category:American country singer-songwriters,Q3194921
Trent Willmon,Category:American country singer-songwriters,Q7838478
Larry Willoughby,Category:American country singer-songwriters,Q6491294
Bob Wills,Category:American country singer-songwriters,Q888326
David Wills (singer),Category:American country singer-songwriters,Q5241183
Johnnie Lee Wills,Category:American country singer-songwriters,Q6266092
Mark Wills,Category:American country singer-songwriters,Q1683659
Anne Wilson (musician),Category:American country singer-songwriters,Q108658888
Bridgette Wilson,Category:American country singer-songwriters,Q238432
Gretchen Wilson,Category:American country singer-songwriters,Q443897
Lainey Wilson,Category:American country singer-songwriters,Q106378786
Larry Jon Wilson,Category:American country singer-songwriters,Q2958074
Lonnie Wilson,Category:American country singer-songwriters,Q30274585
Norro Wilson,Category:American country singer-songwriters,Q7053372
Slim Wilson,Category:American country singer-songwriters,Q7540617
Stephen Wilson Jr.,Category:American country singer-songwriters,Q131623323
Tim Wilson (comedian),Category:American country singer-songwriters,Q7804503
Preston Wimberly,Category:American country singer-songwriters,Q80593085
Stephanie Winslow,Category:American country singer-songwriters,Q2344293
Blake Wise,Category:American country singer-songwriters,Q16233016
Mac Wiseman,Category:American country singer-songwriters,Q1882498
Jon Wolfe,Category:American country singer-songwriters,Q19881898
Lee Ann Womack,Category:American country singer-songwriters,Q454082
Jeff Wood (singer),Category:American country singer-songwriters,Q6175288
Boots Woodall,Category:American country singer-songwriters,Q4944047
Arkansas Woodchopper,Category:American country singer-songwriters,Q673138
Bob Woodruff (singer),Category:American country singer-songwriters,Q4934453
Celia Woodsmith,Category:American country singer-songwriters,Q27802191
Chuck Woolery,Category:American country singer-songwriters,Q2967618
Sheb Wooley,Category:American country singer-songwriters,Q1349284
Tom Wopat,Category:American country singer-songwriters,Q2004171
Jimmy Work,Category:American country singer-songwriters,Q6201620
Darryl Worley,Category:American country singer-songwriters,Q1166731
Charlie Worsham,Category:American country singer-songwriters,Q5085729
Marion Worth,Category:American country singer-songwriters,Q6765453
Jake Worthington,Category:American country singer-songwriters,Q137292483
Scotty Wray,Category:American country singer-songwriters,Q1109596
Bobby Wright,Category:American country singer-songwriters,Q4935748
Chely Wright,Category:American country singer-songwriters,Q438355
Curtis Wright,Category:American country singer-songwriters,Q5195922
Ginny Wright,Category:American country singer-songwriters,Q5563200
Johnnie Wright,Category:American country singer-songwriters,Q2128071
Ruby Wright (country singer),Category:American country singer-songwriters,Q7376409
Jaime Wyatt,Category:American country singer-songwriters,Q87486542
Waylon Wyatt,Category:American country singer-songwriters,Q136352160
Tammy Wynette,Category:American country singer-songwriters,Q234017
Mark Wystrach,Category:American country singer-songwriters,Q6766972
Billy Yates (singer),Category:American country singer-songwriters,Q4913502
Trisha Yearwood,Category:American country singer-songwriters,Q464251
Jimmy Yeary,Category:American country singer-songwriters,Q6201633
Malcolm Yelvington,Category:American country singer-songwriters,Q1887060
Stephen Yerkey,Category:American country singer-songwriters,Q17022067
Dwight Yoakam,Category:American country singer-songwriters,Q713099
John York (musician),Category:American country singer-songwriters,Q1702240
Rusty York,Category:American country singer-songwriters,Q7382663
Adrienne Young,Category:American country singer-songwriters,Q4685726
Brett Young (singer),Category:American country singer-songwriters,Q25189679
Chris Young (singer),Category:American country singer-songwriters,Q952176
Faron Young,Category:American country singer-songwriters,Q741540
Neil Young,Category:American country singer-songwriters,Q633
Reggie Young,Category:American country singer-songwriters,Q7308338
Steve Young (musician),Category:American country singer-songwriters,Q4356818
Robert Yount,Category:American country singer-songwriters,Q23071621
Eddie Zack,Category:American country singer-songwriters,Q1283009
Warren Zeiders,Category:American country singer-songwriters,Q120986980
Martin Zellar,Category:American country singer-songwriters,Q6776947
Bailey Zimmerman,Category:American country singer-songwriters,Q112581616
Barry Zito,Category:American country singer-songwriters,Q809118
Andrea Zonn,Category:American country singer-songwriters,Q4755330
Big Ben Atkins,Category:American country singers,Q127260283
Maddox Batson,Category:American country singers,Q129162649
Alan Bibey,Category:American country singers,Q41187626
Ron Blair (singer),Category:American country singers,Q138660349
Eddie Bond,Category:American country singers,Q1282692
Joe Bonsall,Category:American country singers,Q6208710
Doug Bragg,Category:American country singers,Q1251711
Paul Brown (American journalist),Category:American country singers,Q29034170
Buford Abner,Category:American country singers,Q30715922
Billy Don Burns,Category:American country singers,Q138680035
Larry Campbell (musician),Category:American country singers,Q1806036
Fred Carter Jr.,Category:American country singers,Q5494780
Mary Jo Chelette,Category:American country singers,Q22958774
Dudley Connell,Category:American country singers,Q37996899
Country Boy Eddie,Category:American country singers,Q116250137
Cowboy Troy,Category:American country singers,Q5179561
Ken Curtis,Category:American country singers,Q949696
Daughter of Swords,Category:American country singers,Q85447921
Donald DePoy,Category:American country singers,Q62292341
Guy Drake,Category:American country singers,Q97784092
Clay Eager,Category:American country singers,Q5129890
Skip Eaton,Category:American country singers,Q13561737
Jake Flint,Category:American country singers,Q115536897
Larry Gatlin,Category:American country singers,Q1371798
Jake Gill,Category:American country singers,Q136463017
Josh Herbert,Category:American country singers,Q24894182
Stan Hitchcock,Category:American country singers,Q15438518
Bud Hobbs,Category:American country singers,Q136131276
Taylor Ray Holbrook,Category:American country singers,Q136757643
Danny Hollis,Category:American country singers,Q62079749
Adelyne Hood,Category:American country singers,Q118646774
Jerry Jaye,Category:American country singers,Q3177474
Willie Jones (country singer),Category:American country singers,Q125480730
Corey Kent,Category:American country singers,Q113452679
Slim Lehart,Category:American country singers,Q119294703
Hugh X. Lewis,Category:American country singers,Q5933133
Lydia Loveless,Category:American country singers,Q6707651
Kaitlyn Maher,Category:American country singers,Q522088
Rose Lee Maphis,Category:American country singers,Q2166756
Dean Martin,Category:American country singers,Q215359
Chuck McDermott,Category:American country singers,Q112038270
Eddie Middleton,Category:American country singers,Q126936123
Drake Milligan,Category:American country singers,Q110020181
Price Mitchell,Category:American country singers,Q67214193
John Michael Montgomery,Category:American country singers,Q1189986
Jerry Naylor,Category:American country singers,Q15451693
Jay Osmond,Category:American country singers,Q6167000
Merrill Osmond,Category:American country singers,Q1922035
Les Paul,Category:American country singers,Q262399
Bobby Penn,Category:American country singers,Q126896158
Joe Poovey,Category:American country singers,Q6211838
Andrew Pope (singer),Category:American country singers,Q17150962
Bill Potter (musician),Category:American country singers,Q19517625
Cowan Powers,Category:American country singers,Q5179449
Elvis Presley,Category:American country singers,Q303
Frank Ray,Category:American country singers,Q110852636
Burt Reynolds,Category:American country singers,Q202148
Steve Ripley,Category:American country singers,Q1411849
Matthew Rogers,Category:American country singers,Q6791151
Weldon Rogers,Category:American country singers,Q2557487
Bob Rowe (musician),Category:American country singers,Q4933833
Victor Sanz,Category:American country singers,Q1344197
Michael Sarver,Category:American country singers,Q4215897
Kimberly Schlapman,Category:American country singers,Q135967848
Pete Scobell,Category:American country singers,Q138633912
Earl Scott (singer),Category:American country singers,Q39073771
Nick Shoulders,Category:American country singers,Q106867369
Alana Springsteen,Category:American country singers,Q131610999
Tommy Shane Steiner,Category:American country singers,Q7819848
B. J. Thomas,Category:American country singers,Q706518
Kenneth Threadgill,Category:American country singers,Q24718678
John Torres,Category:American country singers,Q6261042
Jimi Westbrook,Category:American country singers,Q607317
Laura Weber White,Category:American country singers,Q67960844
Willie Ackerman,Category:Country musicians from Tennessee,Q8021362
Roy Acuff,Category:Country musicians from Tennessee,Q455773
Trace Adkins,Category:Country musicians from Tennessee,Q967817
"David ""Stringbean"" Akeman",Category:Country musicians from Tennessee,Q3398247
Rhett Akins,Category:Country musicians from Tennessee,Q1329931
Jason Aldean,Category:Country musicians from Tennessee,Q195439
Ray Alden,Category:Country musicians from Tennessee,Q7297128
Arthur Alexander,Category:Country musicians from Tennessee,Q2864978
Dean Alexander,Category:Country musicians from Tennessee,Q18204983
Jessi Alexander,Category:Country musicians from Tennessee,Q3808128
Deborah Allen,Category:Country musicians from Tennessee,Q427993
